relative_path,classID
kick-001.wav,4
kick-001-a-1.wav,4
kick-001-a-2.wav,4
kick-001-a-3.wav,4
kick-001-a-4.wav,4
kick-001-a-5.wav,4
kick-001-a-6.wav,4
kick-001-n-1.wav,4
kick-001-n-2.wav,4
kick-001-n-3.wav,4
kick-001-n-4.wav,4
kick-001-n-5.wav,4
kick-001-n-6.wav,4
kick-001-n-7.wav,4
kick-001-n-8.wav,4
kick-001-o.wav,4
kick-001-p-1.wav,4
kick-001-p-2.wav,4
kick-001-p-3.wav,4
kick-001-p-4.wav,4
kick-001-p-5.wav,4
kick-001-p-6.wav,4
kick-001-p-7.wav,4
kick-001-t-1.wav,4
kick-001-t-2.wav,4
kick-001-t-3.wav,4
kick-001-t-4.wav,4
kick-001-t-5.wav,4
kick-001-t-6.wav,4
kick-001-t-7.wav,4
kick-001-t-8.wav,4
kick-002.wav,4
kick-002-a-1.wav,4
kick-002-a-2.wav,4
kick-002-a-3.wav,4
kick-002-a-4.wav,4
kick-002-a-5.wav,4
kick-002-a-6.wav,4
kick-002-a-7.wav,4
kick-002-a-8.wav,4
kick-002-n-1.wav,4
kick-002-n-2.wav,4
kick-002-n-3.wav,4
kick-002-n-4.wav,4
kick-002-n-5.wav,4
kick-002-n-6.wav,4
kick-002-o.wav,4
kick-002-p-1.wav,4
kick-002-p-2.wav,4
kick-002-p-3.wav,4
kick-002-p-4.wav,4
kick-002-p-5.wav,4
kick-002-p-6.wav,4
kick-002-p-7.wav,4
kick-002-p-8.wav,4
kick-002-t-1.wav,4
kick-002-t-2.wav,4
kick-002-t-3.wav,4
kick-002-t-4.wav,4
kick-002-t-5.wav,4
kick-002-t-6.wav,4
kick-002-t-7.wav,4
kick-002-t-8.wav,4
kick-002-t-9.wav,4
kick-003.wav,4
kick-003-a-1.wav,4
kick-003-a-2.wav,4
kick-003-a-3.wav,4
kick-003-a-4.wav,4
kick-003-a-5.wav,4
kick-003-a-6.wav,4
kick-003-a-7.wav,4
kick-003-a-8.wav,4
kick-003-a-9.wav,4
kick-003-n-1.wav,4
kick-003-n-2.wav,4
kick-003-n-3.wav,4
kick-003-n-4.wav,4
kick-003-n-5.wav,4
kick-003-n-6.wav,4
kick-003-n-7.wav,4
kick-003-o.wav,4
