filename,fold,target,files_path,zero_crossing_rate,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,beat_per_minute,rolloff,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
1-100032-A-0.wav,1,0,ESC-50-master/audio/1-100032-A-0.wav,0.013197157118055556,0.036555398255586624,0.008201731368899345,217.34186120223862,177.2681350308068,161.4990234375,328.5308837890625,-600.940185546875,4.694290637969971,-8.505939483642578,-4.276620864868164,-0.8186149597167969,-1.9734445810317993,-0.294606477022171,0.8254165053367615,0.8214569687843323,0.44093888998031616,-0.4766670763492584,-0.2463284581899643,-0.8607664704322815,0.45950770378112793,-0.07955697923898697,-0.33532091975212097,-1.1122056245803833,-0.09415720403194427,-0.12437993288040161,0.46913936734199524
1-100038-A-14.wav,1,14,ESC-50-master/audio/1-100038-A-14.wav,0.30351200810185186,0.32927417755126953,0.049819786101579666,3859.360211546478,2255.062495141685,161.4990234375,6368.3949788411455,-193.9781951904297,2.746147632598877,-59.38688278198242,4.413460731506348,-47.953033447265625,-28.069557189941406,-30.951284408569336,-6.770310401916504,-38.14934158325195,-14.319890022277832,-17.56186866760254,-21.619104385375977,-13.48321533203125,-13.52389144897461,-11.112629890441895,-9.676359176635742,-8.512483596801758,-0.7831900119781494,-6.24002742767334,9.080854415893555
1-100210-A-36.wav,1,36,ESC-50-master/audio/1-100210-A-36.wav,0.38536467375578703,0.2089129090309143,0.2702033221721649,3429.9410716621574,2756.1014145935796,161.4990234375,6489.369710286458,16.259265899658203,56.92124557495117,-8.960625648498535,15.122983932495117,-12.898558616638184,12.127984046936035,2.2158217430114746,6.596192359924316,5.509496688842773,-6.237865924835205,-1.652140736579895,14.634825706481934,1.3600401878356934,23.64179229736328,-8.867088317871094,7.119088649749756,1.6628550291061401,2.7555322647094727,5.079485893249512,0.7561241984367371
1-100210-B-36.wav,1,36,ESC-50-master/audio/1-100210-B-36.wav,0.3868702076099537,0.23502370715141296,0.27409231662750244,3508.560554589502,2837.9424756270223,161.4990234375,6800.6540934244795,17.77109718322754,54.864990234375,-7.179325580596924,13.654805183410645,-9.484006881713867,12.623291969299316,3.337096691131592,5.043444633483887,4.437999725341797,-5.721358299255371,0.7122685313224792,13.771233558654785,1.754597544670105,22.751216888427734,-8.02595329284668,6.914826393127441,2.337862968444824,3.856555461883545,5.843554496765137,0.6278473734855652
1-101296-A-19.wav,1,19,ESC-50-master/audio/1-101296-A-19.wav,0.0458984375,0.46455100178718567,0.008937301114201546,1457.273056011667,2209.7320569381586,161.4990234375,3414.7074381510415,-423.0752258300781,124.92981719970703,38.76068878173828,35.04085922241211,-2.4815258979797363,8.447441101074219,-12.521978378295898,4.315352916717529,-1.3186593055725098,-9.173830032348633,-11.222783088684082,2.1669158935546875,-13.385638236999512,0.16212795674800873,-7.320629119873047,-2.68552565574646,-2.0809121131896973,-4.151758670806885,-11.386359214782715,-0.6093555092811584
1-101296-B-19.wav,1,19,ESC-50-master/audio/1-101296-B-19.wav,0.04906774450231482,0.47873109579086304,0.0133879529312253,1341.610973135354,1982.6362514255807,161.4990234375,2613.542683919271,-399.6575622558594,140.49969482421875,36.826969146728516,24.030088424682617,-10.99669075012207,7.322131633758545,-10.308432579040527,3.83731746673584,-0.6120308637619019,-8.545731544494629,-8.286216735839844,2.747326374053955,-13.738212585449219,-0.08716025203466415,-7.283748149871826,-5.536966800689697,-1.268938422203064,-5.242251873016357,-10.10344409942627,0.6714350581169128
1-101336-A-30.wav,1,30,ESC-50-master/audio/1-101336-A-30.wav,0.013287579571759259,0.2879832088947296,0.0599677599966526,572.0026169235871,870.7777995236772,161.4990234375,1086.7787679036458,-434.7572021484375,105.15050506591797,14.504560470581055,18.901145935058594,6.299149036407471,-3.63258695602417,0.01671840436756611,6.60585355758667,1.3637269735336304,-2.356884241104126,-1.4306328296661377,0.19448117911815643,-2.2455875873565674,-1.0928689241409302,-0.5235618948936462,-1.8023184537887573,-3.994410991668701,-2.667938709259033,-1.895859718322754,-1.0463744401931763
1-101404-A-34.wav,1,34,ESC-50-master/audio/1-101404-A-34.wav,0.2200000904224537,0.6747732162475586,0.012821154668927193,4277.867287209515,3046.1460365894677,161.4990234375,7899.495442708333,-488.8423156738281,11.344059944152832,4.637640476226807,17.574052810668945,0.9894046783447266,13.33100414276123,16.176939010620117,14.619721412658691,-3.383288860321045,7.070353031158447,1.8199912309646606,6.095016002655029,3.7856523990631104,7.648897647857666,3.079768657684326,4.234177589416504,2.1919329166412354,3.1582798957824707,4.054781913757324,4.325854301452637
1-103298-A-9.wav,1,9,ESC-50-master/audio/1-103298-A-9.wav,0.07171178747106481,0.6036333441734314,0.1253081113100052,2110.9431011327692,2577.0722020646867,161.4990234375,5203.25927734375,-118.72305297851562,88.63682556152344,5.262153148651123,19.1978759765625,9.796341896057129,39.14293670654297,6.958362579345703,10.647315979003906,0.41701146960258484,14.082603454589844,5.283798694610596,5.342401504516602,5.013532638549805,2.5349059104919434,-1.5150392055511475,3.6768980026245117,-1.875175952911377,4.794033527374268,0.1279946118593216,3.612320899963379
1-103995-A-30.wav,1,30,ESC-50-master/audio/1-103995-A-30.wav,0.006551106770833333,0.1659945249557495,0.019946178421378136,246.9891777598664,419.4327078459376,161.4990234375,403.2989501953125,-568.5921630859375,39.56448745727539,6.5567708015441895,3.2223238945007324,5.379976749420166,3.6366944313049316,3.5954294204711914,3.270599603652954,0.6169671416282654,2.675699234008789,1.9394463300704956,2.097984552383423,2.376941204071045,2.664316415786743,1.8785356283187866,1.6321157217025757,2.5785984992980957,3.420491933822632,2.698901414871216,2.438971996307373
